kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,,,,,,,,,,,,,,,,,,,,,,,,
5171707,K06532.01,,CANDIDATE,1.36,,,,,,,,,,,,,,,,,,,,,,,,
5172274,K06533.01,,FALSE POSITIVE,9.08,,,,,,,,,,,,,,,,,,,,,,,,
5174492,K06534.01,,FALSE POSITIVE,1.95,,,,,,,,,,,,,,,,,,,,,,,,
6068947,K06661.01,,FALSE POSITIVE,9.97,,,,,,,,,,,,,,,,,,,,,,,,
6103049,K06662.01,,FALSE POSITIVE,54.03,,,,,,,,,,,,,,,,,,,,,,,,
6109688,K06663.01,,FALSE POSITIVE,65.6,,,,,,,,,,,,,,,,,,,,,,,,
6111011,K06664.01,,CANDIDATE,0.93,,,,,,,,,,,,,,,,,,,,,,,,
6128141,K06665.01,,FALSE POSITIVE,31.43,,,,,,,,,,,,,,,,,,,,,,,,
6128245,K06666.01,,CANDIDATE,0.75,,,,,,,,,,,,,,,,,,,,,,,,
6131659,K06667.01,,FALSE POSITIVE,49.36,,,,,,,,,,,,,,,,,,,,,,,,
6146838,K06668.01,,FALSE POSITIVE,38.87,,,,,,,,,,,,,,,,,,,,,,,,
6950275,K06796.01,,FALSE POSITIVE,3.35,,,,,,,,,,,,,,,,,,,,,,,,
6953219,K06797.01,,FALSE POSITIVE,1.4,,,,,,,,,,,,,,,,,,,,,,,,
6956176,K06798.01,,CANDIDATE,3.56,,,,,,,,,,,,,,,,,,,,,,,,
6962018,K06799.01,,FALSE POSITIVE,52.75,,,,,,,,,,,,,,,,,,,,,,,,
6965293,K06800.01,,FALSE POSITIVE,54.93,,,,,,,,,,,,,,,,,,,,,,,,
6967430,K06801.01,,FALSE POSITIVE,0.67,,,,,,,,,,,,,,,,,,,,,,,,
7009828,K06802.01,,FALSE POSITIVE,40.62,,,,,,,,,,,,,,,,,,,,,,,,
7025851,K06803.01,,FALSE POSITIVE,69.55,,,,,,,,,,,,,,,,,,,,,,,,
7870250,K06926.01,,FALSE POSITIVE,0.75,,,,,,,,,,,,,,,,,,,,,,,,
7871395,K06927.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
7885518,K06928.01,,FALSE POSITIVE,0.69,,,,,,,,,,,,,,,,,,,,,,,,
7885570,K06929.01,,FALSE POSITIVE,139.36,,,,,,,,,,,,,,,,,,,,,,,,
7886329,K06930.01,,FALSE POSITIVE,65.47,,,,,,,,,,,,,,,,,,,,,,,,
7902204,K06931.01,,CANDIDATE,1.2,,,,,,,,,,,,,,,,,,,,,,,,
7919653,K06932.01,,FALSE POSITIVE,75.1,,,,,,,,,,,,,,,,,,,,,,,,
7938468,K06933.01,,FALSE POSITIVE,237.79,,,,,,,,,,,,,,,,,,,,,,,,
8560861,K07059.01,,FALSE POSITIVE,272.44,,,,,,,,,,,,,,,,,,,,,,,,
8565900,K07060.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
8566113,K07061.01,,CANDIDATE,4.91,,,,,,,,,,,,,,,,,,,,,,,,
8569819,K07062.01,,FALSE POSITIVE,2912.48,,,,,,,,,,,,,,,,,,,,,,,,
8574270,K07063.01,,FALSE POSITIVE,33.11,,,,,,,,,,,,,,,,,,,,,,,,
8581658,K07064.01,,FALSE POSITIVE,78.24,,,,,,,,,,,,,,,,,,,,,,,,
8590527,K07065.01,,FALSE POSITIVE,82.29,,,,,,,,,,,,,,,,,,,,,,,,
8604993,K07066.01,,FALSE POSITIVE,33.99,,,,,,,,,,,,,,,,,,,,,,,,
8608490,K07067.01,,FALSE POSITIVE,125.64,,,,,,,,,,,,,,,,,,,,,,,,
9579789,K07193.01,,FALSE POSITIVE,0.92,,,,,,,,,,,,,,,,,,,,,,,,
9581498,K07194.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
9588862,K07195.01,,CANDIDATE,1,,,,,,,,,,,,,,,,,,,,,,,,
9592855,K07196.01,,FALSE POSITIVE,110.14,,,,,,,,,,,,,,,,,,,,,,,,
9596064,K07197.01,,CANDIDATE,1.46,,,,,,,,,,,,,,,,,,,,,,,,
9596187,K07198.01,,FALSE POSITIVE,35.67,,,,,,,,,,,,,,,,,,,,,,,,
9596892,K07199.01,,CANDIDATE,774.73,,,,,,,,,,,,,,,,,,,,,,,,
9597095,K07200.01,,FALSE POSITIVE,47.22,,,,,,,,,,,,,,,,,,,,,,,,
10450504,K07327.01,,CANDIDATE,1.88,,,,,,,,,,,,,,,,,,,,,,,,
10454401,K07328.01,,FALSE POSITIVE,63.25,,,,,,,,,,,,,,,,,,,,,,,,
10462826,K07329.01,,FALSE POSITIVE,52.88,,,,,,,,,,,,,,,,,,,,,,,,
10464199,K07330.01,,CANDIDATE,1.09,,,,,,,,,,,,,,,,,,,,,,,,
10468514,K07331.01,,FALSE POSITIVE,67.45,,,,,,,,,,,,,,,,,,,,,,,,
10471113,K07332.01,,FALSE POSITIVE,0.85,,,,,,,,,,,,,,,,,,,,,,,,
10481054,K07333.01,,FALSE POSITIVE,0.9,,,,,,,,,,,,,,,,,,,,,,,,
10486425,K07334.01,,FALSE POSITIVE,100.89,,,,,,,,,,,,,,,,,,,,,,,,
11560447,K07458.01,,FALSE POSITIVE,75.31,,,,,,,,,,,,,,,,,,,,,,,,
11601357,K07459.01,,FALSE POSITIVE,1.15,,,,,,,,,,,,,,,,,,,,,,,,
11602794,K07460.01,,CANDIDATE,1.58,,,,,,,,,,,,,,,,,,,,,,,,
11615481,K07461.01,,FALSE POSITIVE,59.22,,,,,,,,,,,,,,,,,,,,,,,,
11616200,K07462.01,,FALSE POSITIVE,39.08,,,,,,,,,,,,,,,,,,,,,,,,
11616631,K07463.01,,FALSE POSITIVE,11.67,,,,,,,,,,,,,,,,,,,,,,,,
11616663,K07464.01,,FALSE POSITIVE,17.41,,,,,,,,,,,,,,,,,,,,,,,,
11618798,K07465.01,,FALSE POSITIVE,1.84,,,,,,,,,,,,,,,,,,,,,,,,
2570505,K06279.01,,FALSE POSITIVE,0.42,,,,,,,,,,,,,,,,,,,,,,,,
2570767,K06280.01,,FALSE POSITIVE,1.19,,,,,,,,,,,,,,,,,,,,,,,,
2571075,K06281.01,,FALSE POSITIVE,0.92,,,,,,,,,,,,,,,,,,,,,,,,
2576692,K06282.01,,FALSE POSITIVE,110.85,,,,,,,,,,,,,,,,,,,,,,,,
2580872,K06283.01,,FALSE POSITIVE,57.95,,,,,,,,,,,,,,,,,,,,,,,,
2583777,K06284.01,,FALSE POSITIVE,49.16,,,,,,,,,,,,,,,,,,,,,,,,
2693092,K06285.01,,FALSE POSITIVE,116.52,,,,,,,,,,,,,,,,,,,,,,,,
2708156,K06286.01,,FALSE POSITIVE,399.93,,,,,,,,,,,,,,,,,,,,,,,,
2708172,K06287.01,,FALSE POSITIVE,6.57,,,,,,,,,,,,,,,,,,,,,,,,
4375101,K06411.01,,FALSE POSITIVE,54.72,,,,,,,,,,,,,,,,,,,,,,,,
4380283,K06412.01,,FALSE POSITIVE,67.08,,,,,,,,,,,,,,,,,,,,,,,,
4384793,K06413.01,,FALSE POSITIVE,243.21,,,,,,,,,,,,,,,,,,,,,,,,
4445630,K06414.01,,FALSE POSITIVE,81.61,,,,,,,,,,,,,,,,,,,,,,,,
4446411,K06415.01,,FALSE POSITIVE,4.64,,,,,,,,,,,,,,,,,,,,,,,,
4454219,K06416.01,,FALSE POSITIVE,53.32,,,,,,,,,,,,,,,,,,,,,,,,
4456622,K06417.01,,FALSE POSITIVE,41.48,,,,,,,,,,,,,,,,,,,,,,,,
4482738,K06418.01,,FALSE POSITIVE,6.85,,,,,,,,,,,,,,,,,,,,,,,,
4484312,K06419.01,,FALSE POSITIVE,0.75,,,,,,,,,,,,,,,,,,,,,,,,
5174920,K06535.01,,FALSE POSITIVE,1.35,,,,,,,,,,,,,,,,,,,,,,,,
5181455,K06536.01,,FALSE POSITIVE,90.32,,,,,,,,,,,,,,,,,,,,,,,,
5193386,K06537.01,,FALSE POSITIVE,97.23,,,,,,,,,,,,,,,,,,,,,,,,
5193439,K06538.01,,CANDIDATE,1.45,,,,,,,,,,,,,,,,,,,,,,,,
5196851,K06539.01,,FALSE POSITIVE,2.04,,,,,,,,,,,,,,,,,,,,,,,,
5199978,K06540.01,,FALSE POSITIVE,5.02,,,,,,,,,,,,,,,,,,,,,,,,
5211470,K06541.01,,FALSE POSITIVE,888.7,,,,,,,,,,,,,,,,,,,,,,,,
5215508,K06542.01,,CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,
6147573,K06669.01,,FALSE POSITIVE,50.72,,,,,,,,,,,,,,,,,,,,,,,,
6152521,K06670.01,,FALSE POSITIVE,2.51,,,,,,,,,,,,,,,,,,,,,,,,
6185717,K06671.01,,FALSE POSITIVE,57.95,,,,,,,,,,,,,,,,,,,,,,,,
6187508,K06672.01,,CANDIDATE,1,,,,,,,,,,,,,,,,,,,,,,,,
6205460,K06673.01,,FALSE POSITIVE,90.36,,,,,,,,,,,,,,,,,,,,,,,,
6206751,K06674.01,,FALSE POSITIVE,90.34,,,,,,,,,,,,,,,,,,,,,,,,
6207053,K06675.01,,FALSE POSITIVE,1.29,,,,,,,,,,,,,,,,,,,,,,,,
6209225,K06676.01,,CANDIDATE,1.81,,,,,,,,,,,,,,,,,,,,,,,,
6220470,K06677.01,,FALSE POSITIVE,56.52,,,,,,,,,,,,,,,,,,,,,,,,
7031132,K06804.01,,FALSE POSITIVE,0.35,,,,,,,,,,,,,,,,,,,,,,,,
7031732,K06805.01,,FALSE POSITIVE,0.52,,,,,,,,,,,,,,,,,,,,,,,,
7031767,K06806.01,,FALSE POSITIVE,0.49,,,,,,,,,,,,,,,,,,,,,,,,
7031948,K06807.01,,FALSE POSITIVE,0.58,,,,,,,,,,,,,,,,,,,,,,,,
7031992,K06808.01,,FALSE POSITIVE,0.86,,,,,,,,,,,,,,,,,,,,,,,,
7032117,K06809.01,,FALSE POSITIVE,0.55,,,,,,,,,,,,,,,,,,,,,,,,
7032174,K06810.01,,FALSE POSITIVE,0.79,,,,,,,,,,,,,,,,,,,,,,,,
7032383,K06811.01,,FALSE POSITIVE,0.64,,,,,,,,,,,,,,,,,,,,,,,,
7939761,K06934.01,,CANDIDATE,2.16,,,,,,,,,,,,,,,,,,,,,,,,
7943535,K06935.01,,FALSE POSITIVE,91.91,,,,,,,,,,,,,,,,,,,,,,,,
7947631,K06936.01,,FALSE POSITIVE,25.98,,,,,,,,,,,,,,,,,,,,,,,,
7950775,K06937.01,,FALSE POSITIVE,56.94,,,,,,,,,,,,,,,,,,,,,,,,
7955301,K06938.01,,FALSE POSITIVE,291.01,,,,,,,,,,,,,,,,,,,,,,,,
7960295,K06939.01,,FALSE POSITIVE,67.03,,,,,,,,,,,,,,,,,,,,,,,,
7960547,K06940.01,,FALSE POSITIVE,52.84,,,,,,,,,,,,,,,,,,,,,,,,
7967100,K06941.01,,FALSE POSITIVE,45.99,,,,,,,,,,,,,,,,,,,,,,,,
8610483,K07068.01,,FALSE POSITIVE,67.36,,,,,,,,,,,,,,,,,,,,,,,,
8613446,K07069.01,,CANDIDATE,1.61,,,,,,,,,,,,,,,,,,,,,,,,
8618226,K07070.01,,FALSE POSITIVE,119.09,,,,,,,,,,,,,,,,,,,,,,,,
8621026,K07071.01,,FALSE POSITIVE,67.38,,,,,,,,,,,,,,,,,,,,,,,,
8624860,K07072.01,,CANDIDATE,4.39,,,,,,,,,,,,,,,,,,,,,,,,
8625408,K07073.01,,CANDIDATE,30.25,,,,,,,,,,,,,,,,,,,,,,,,
8686442,K07074.01,,CANDIDATE,1.49,,,,,,,,,,,,,,,,,,,,,,,,
8690001,K07075.01,,FALSE POSITIVE,101.44,,,,,,,,,,,,,,,,,,,,,,,,
8693536,K07076.01,,CANDIDATE,1.28,,,,,,,,,,,,,,,,,,,,,,,,
9597854,K07201.01,,FALSE POSITIVE,0.89,,,,,,,,,,,,,,,,,,,,,,,,
9602431,K07202.01,,FALSE POSITIVE,0.52,,,,,,,,,,,,,,,,,,,,,,,,
9602538,K07203.01,,FALSE POSITIVE,0.56,,,,,,,,,,,,,,,,,,,,,,,,
9630640,K07204.01,,FALSE POSITIVE,374.78,,,,,,,,,,,,,,,,,,,,,,,,
9635520,K07205.01,,CANDIDATE,39.82,,,,,,,,,,,,,,,,,,,,,,,,
9635529,K07206.01,,FALSE POSITIVE,59.62,,,,,,,,,,,,,,,,,,,,,,,,
9637299,K07207.01,,FALSE POSITIVE,74.77,,,,,,,,,,,,,,,,,,,,,,,,
9639106,K07208.01,,CANDIDATE,0.87,,,,,,,,,,,,,,,,,,,,,,,,
9640123,K07209.01,,CANDIDATE,3.28,,,,,,,,,,,,,,,,,,,,,,,,
10490960,K07335.01,,FALSE POSITIVE,72.9,,,,,,,,,,,,,,,,,,,,,,,,
10491031,K07336.01,,FALSE POSITIVE,118.99,,,,,,,,,,,,,,,,,,,,,,,,
10535807,K07337.01,,FALSE POSITIVE,59.19,,,,,,,,,,,,,,,,,,,,,,,,
10535858,K07338.01,,FALSE POSITIVE,0.38,,,,,,,,,,,,,,,,,,,,,,,,
10546063,K07339.01,,CANDIDATE,1.73,,,,,,,,,,,,,,,,,,,,,,,,
10547685,K07340.01,,FALSE POSITIVE,52.43,,,,,,,,,,,,,,,,,,,,,,,,
10549576,K07341.01,,FALSE POSITIVE,68.91,,,,,,,,,,,,,,,,,,,,,,,,
10552700,K07342.01,,FALSE POSITIVE,37.72,,,,,,,,,,,,,,,,,,,,,,,,
11619964,K07466.01,,FALSE POSITIVE,61.14,,,,,,,,,,,,,,,,,,,,,,,,
11650543,K07467.01,,CANDIDATE,1.33,,,,,,,,,,,,,,,,,,,,,,,,
11651105,K07468.01,,FALSE POSITIVE,19.71,,,,,,,,,,,,,,,,,,,,,,,,
11662440,K07469.01,,FALSE POSITIVE,44,,,,,,,,,,,,,,,,,,,,,,,,
11671646,K07470.01,,CANDIDATE,1.9,,,,,,,,,,,,,,,,,,,,,,,,
11672354,K07471.01,,CANDIDATE,1.3,,,,,,,,,,,,,,,,,,,,,,,,
11704044,K07472.01,,FALSE POSITIVE,60.49,,,,,,,,,,,,,,,,,,,,,,,,
11706658,K07473.01,,FALSE POSITIVE,19.09,,,,,,,,,,,,,,,,,,,,,,,,
2708445,K06288.01,,FALSE POSITIVE,164.49,,,,,,,,,,,,,,,,,,,,,,,,
2708614,K06289.01,,FALSE POSITIVE,48.13,,,,,,,,,,,,,,,,,,,,,,,,
2711114,K06290.01,,FALSE POSITIVE,54.36,,,,,,,,,,,,,,,,,,,,,,,,
2716979,K06291.01,,CANDIDATE,0.98,,,,,,,,,,,,,,,,,,,,,,,,
2720354,K06292.01,,FALSE POSITIVE,40,,,,,,,,,,,,,,,,,,,,,,,,
2834463,K06293.01,,CANDIDATE,1.21,,,,,,,,,,,,,,,,,,,,,,,,
2852560,K06294.01,,FALSE POSITIVE,51.58,,,,,,,,,,,,,,,,,,,,,,,,
2856960,K06295.01,,FALSE POSITIVE,8.99,,,,,,,,,,,,,,,,,,,,,,,,
4484356,K06420.01,,FALSE POSITIVE,29.45,,,,,,,,,,,,,,,,,,,,,,,,
4489844,K06421.01,,FALSE POSITIVE,0.54,,,,,,,,,,,,,,,,,,,,,,,,
4540632,K06422.01,,FALSE POSITIVE,141.82,,,,,,,,,,,,,,,,,,,,,,,,
4544623,K06423.01,,FALSE POSITIVE,13.92,,,,,,,,,,,,,,,,,,,,,,,,
4565985,K06424.01,,FALSE POSITIVE,52.64,,,,,,,,,,,,,,,,,,,,,,,,
4567118,K06425.01,,CANDIDATE,1.5,,,,,,,,,,,,,,,,,,,,,,,,
4569590,K06426.01,,FALSE POSITIVE,59.95,,,,,,,,,,,,,,,,,,,,,,,,
4574310,K06427.01,,FALSE POSITIVE,83.16,,,,,,,,,,,,,,,,,,,,,,,,
4575824,K06428.01,,FALSE POSITIVE,1.56,,,,,,,,,,,,,,,,,,,,,,,,
5216727,K06543.01,,FALSE POSITIVE,77.4,,,,,,,,,,,,,,,,,,,,,,,,
5218014,K06544.01,,FALSE POSITIVE,319.52,,,,,,,,,,,,,,,,,,,,,,,,
5255552,K06545.01,,FALSE POSITIVE,23.48,,,,,,,,,,,,,,,,,,,,,,,,
5263167,K06546.01,,CANDIDATE,1.03,,,,,,,,,,,,,,,,,,,,,,,,
5266937,K06547.01,,FALSE POSITIVE,75.86,,,,,,,,,,,,,,,,,,,,,,,,
5269407,K06548.01,,FALSE POSITIVE,45.91,,,,,,,,,,,,,,,,,,,,,,,,
5271803,K06549.01,,FALSE POSITIVE,6.2,,,,,,,,,,,,,,,,,,,,,,,,
5272571,K06550.01,,FALSE POSITIVE,2.18,,,,,,,,,,,,,,,,,,,,,,,,
6228703,K06678.01,,FALSE POSITIVE,105.07,,,,,,,,,,,,,,,,,,,,,,,,
6231401,K06679.01,,FALSE POSITIVE,26.96,,,,,,,,,,,,,,,,,,,,,,,,
6265961,K06680.01,,CANDIDATE,0.8,,,,,,,,,,,,,,,,,,,,,,,,
6279823,K06681.01,,FALSE POSITIVE,6149.09,,,,,,,,,,,,,,,,,,,,,,,,
6283224,K06682.01,,FALSE POSITIVE,42.33,,,,,,,,,,,,,,,,,,,,,,,,
6285094,K06683.01,,FALSE POSITIVE,1.03,,,,,,,,,,,,,,,,,,,,,,,,
6285396,K06684.01,,FALSE POSITIVE,0.88,,,,,,,,,,,,,,,,,,,,,,,,
6285397,K06685.01,,FALSE POSITIVE,0.76,,,,,,,,,,,,,,,,,,,,,,,,
7032968,K06812.01,,FALSE POSITIVE,0.27,,,,,,,,,,,,,,,,,,,,,,,,
7033713,K06813.01,,FALSE POSITIVE,0.79,,,,,,,,,,,,,,,,,,,,,,,,
7033748,K06814.01,,FALSE POSITIVE,82.04,,,,,,,,,,,,,,,,,,,,,,,,
7049486,K06815.01,,FALSE POSITIVE,66.69,,,,,,,,,,,,,,,,,,,,,,,,
7050754,K06816.01,,FALSE POSITIVE,3.5,,,,,,,,,,,,,,,,,,,,,,,,
7090801,K06817.01,,FALSE POSITIVE,2.35,,,,,,,,,,,,,,,,,,,,,,,,
7097571,K06818.01,,FALSE POSITIVE,57.06,,,,,,,,,,,,,,,,,,,,,,,,
7103300,K06819.01,,CANDIDATE,1.01,,,,,,,,,,,,,,,,,,,,,,,,
7970629,K06942.01,,FALSE POSITIVE,43.68,,,,,,,,,,,,,,,,,,,,,,,,
7970760,K06943.01,,FALSE POSITIVE,53.4,,,,,,,,,,,,,,,,,,,,,,,,
7971389,K06944.01,,FALSE POSITIVE,51.06,,,,,,,,,,,,,,,,,,,,,,,,
7976136,K06945.01,,FALSE POSITIVE,26.41,,,,,,,,,,,,,,,,,,,,,,,,
7976435,K06946.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
7985167,K06947.01,,FALSE POSITIVE,67.05,,,,,,,,,,,,,,,,,,,,,,,,
7987749,K06948.01,,FALSE POSITIVE,73.8,,,,,,,,,,,,,,,,,,,,,,,,
8007675,K06949.01,,CANDIDATE,1.24,,,,,,,,,,,,,,,,,,,,,,,,
8700506,K07077.01,,FALSE POSITIVE,93.43,,,,,,,,,,,,,,,,,,,,,,,,
8701327,K07078.01,,FALSE POSITIVE,133.79,,,,,,,,,,,,,,,,,,,,,,,,
8711548,K07079.01,,FALSE POSITIVE,127.57,,,,,,,,,,,,,,,,,,,,,,,,
8713828,K07080.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
8719897,K07081.01,,FALSE POSITIVE,246.75,,,,,,,,,,,,,,,,,,,,,,,,
8736245,K07082.01,,FALSE POSITIVE,52.52,,,,,,,,,,,,,,,,,,,,,,,,
8738115,K07083.01,,FALSE POSITIVE,43.08,,,,,,,,,,,,,,,,,,,,,,,,
8739209,K07084.01,,FALSE POSITIVE,1.07,,,,,,,,,,,,,,,,,,,,,,,,
8746310,K07085.01,,FALSE POSITIVE,33.93,,,,,,,,,,,,,,,,,,,,,,,,
9640921,K07210.01,,FALSE POSITIVE,15.47,,,,,,,,,,,,,,,,,,,,,,,,
9640921,K07210.02,,FALSE POSITIVE,1.22,,,,,,,,,,,,,,,,,,,,,,,,
9641031,K07211.01,,FALSE POSITIVE,77.59,,,,,,,,,,,,,,,,,,,,,,,,
9641103,K07212.01,,FALSE POSITIVE,0.44,,,,,,,,,,,,,,,,,,,,,,,,
9644411,K07213.01,,FALSE POSITIVE,1.59,,,,,,,,,,,,,,,,,,,,,,,,
9644683,K07214.01,,FALSE POSITIVE,26.57,,,,,,,,,,,,,,,,,,,,,,,,
9651602,K07215.01,,CANDIDATE,0.83,,,,,,,,,,,,,,,,,,,,,,,,
9652166,K07216.01,,FALSE POSITIVE,0.85,,,,,,,,,,,,,,,,,,,,,,,,
10556578,K07343.01,,FALSE POSITIVE,34.05,,,,,,,,,,,,,,,,,,,,,,,,
10583181,K07344.01,,FALSE POSITIVE,80.71,,,,,,,,,,,,,,,,,,,,,,,,
10586619,K07345.01,,CANDIDATE,2.16,,,,,,,,,,,,,,,,,,,,,,,,
10592163,K07346.01,,FALSE POSITIVE,53.72,,,,,,,,,,,,,,,,,,,,,,,,
10597164,K07347.01,,FALSE POSITIVE,2.97,,,,,,,,,,,,,,,,,,,,,,,,
10601538,K07348.01,,FALSE POSITIVE,1.2,,,,,,,,,,,,,,,,,,,,,,,,
10601579,K07349.01,,FALSE POSITIVE,123.02,,,,,,,,,,,,,,,,,,,,,,,,
10613718,K07350.01,,FALSE POSITIVE,29.98,,,,,,,,,,,,,,,,,,,,,,,,
8557246,K07895.01,,FALSE POSITIVE,2.02,,,,,,,,,,,,,,,,,,,,,,,,
11709022,K07474.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
11724091,K07475.01,,FALSE POSITIVE,129.87,,,,,,,,,,,,,,,,,,,,,,,,
11757422,K07476.01,,FALSE POSITIVE,0.66,,,,,,,,,,,,,,,,,,,,,,,,
11763910,K07477.01,,FALSE POSITIVE,0.93,,,,,,,,,,,,,,,,,,,,,,,,
11768970,K07478.01,,FALSE POSITIVE,149.19,,,,,,,,,,,,,,,,,,,,,,,,
11773625,K07479.01,,CANDIDATE,1.1,,,,,,,,,,,,,,,,,,,,,,,,
11775530,K07480.01,,FALSE POSITIVE,1.21,,,,,,,,,,,,,,,,,,,,,,,,
11811454,K07481.01,,FALSE POSITIVE,104.26,,,,,,,,,,,,,,,,,,,,,,,,
8560280,K07896.01,,FALSE POSITIVE,11.4,,,,,,,,,,,,,,,,,,,,,,,,
2860594,K06296.01,,FALSE POSITIVE,59.94,,,,,,,,,,,,,,,,,,,,,,,,
2860788,K06297.01,,FALSE POSITIVE,34.05,,,,,,,,,,,,,,,,,,,,,,,,
2969638,K06298.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
2970670,K06299.01,,CANDIDATE,0.67,,,,,,,,,,,,,,,,,,,,,,,,
2973509,K06300.01,,FALSE POSITIVE,82.03,,,,,,,,,,,,,,,,,,,,,,,,
2994092,K06301.01,,CANDIDATE,2.94,,,,,,,,,,,,,,,,,,,,,,,,
2998124,K06302.01,,FALSE POSITIVE,74.25,,,,,,,,,,,,,,,,,,,,,,,,
3098194,K06303.01,,FALSE POSITIVE,71.42,,,,,,,,,,,,,,,,,,,,,,,,
4578594,K06429.01,,FALSE POSITIVE,50.74,,,,,,,,,,,,,,,,,,,,,,,,
4587448,K06430.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
4633434,K06431.01,,FALSE POSITIVE,39.79,,,,,,,,,,,,,,,,,,,,,,,,
4661634,K06432.01,,FALSE POSITIVE,39.18,,,,,,,,,,,,,,,,,,,,,,,,
4665989,K06433.01,,FALSE POSITIVE,98.04,,,,,,,,,,,,,,,,,,,,,,,,
4671584,K06434.01,,FALSE POSITIVE,47.68,,,,,,,,,,,,,,,,,,,,,,,,
4678171,K06435.01,,FALSE POSITIVE,54.56,,,,,,,,,,,,,,,,,,,,,,,,
4681152,K06436.01,,FALSE POSITIVE,46.3,,,,,,,,,,,,,,,,,,,,,,,,
4725292,K06437.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
8297017,K07879.01,,CANDIDATE,6.15,,,,,,,,,,,,,,,,,,,,,,,,
5282656,K06551.01,,FALSE POSITIVE,1.06,,,,,,,,,,,,,,,,,,,,,,,,
5284133,K06552.01,,FALSE POSITIVE,104.57,,,,,,,,,,,,,,,,,,,,,,,,
5285607,K06553.01,,FALSE POSITIVE,56.11,,,,,,,,,,,,,,,,,,,,,,,,
5286786,K06554.01,,FALSE POSITIVE,29.19,,,,,,,,,,,,,,,,,,,,,,,,
5288543,K06555.01,,FALSE POSITIVE,86.12,,,,,,,,,,,,,,,,,,,,,,,,
5294739,K06556.01,,FALSE POSITIVE,571.07,,,,,,,,,,,,,,,,,,,,,,,,
5295206,K06557.01,,CANDIDATE,1.04,,,,,,,,,,,,,,,,,,,,,,,,
5298620,K06558.01,,FALSE POSITIVE,0.87,,,,,,,,,,,,,,,,,,,,,,,,
5300878,K06559.01,,FALSE POSITIVE,46.59,,,,,,,,,,,,,,,,,,,,,,,,
6292732,K06686.01,,FALSE POSITIVE,0.64,,,,,,,,,,,,,,,,,,,,,,,,
6307000,K06687.01,,CANDIDATE,0.87,,,,,,,,,,,,,,,,,,,,,,,,
6311637,K06688.01,,FALSE POSITIVE,43.95,,,,,,,,,,,,,,,,,,,,,,,,
6345758,K06689.01,,CANDIDATE,0.98,,,,,,,,,,,,,,,,,,,,,,,,
6364126,K06690.01,,FALSE POSITIVE,2.83,,,,,,,,,,,,,,,,,,,,,,,,
6364195,K06691.01,,FALSE POSITIVE,0.81,,,,,,,,,,,,,,,,,,,,,,,,
6364200,K06692.01,,FALSE POSITIVE,0.91,,,,,,,,,,,,,,,,,,,,,,,,
6364247,K06693.01,,FALSE POSITIVE,0.58,,,,,,,,,,,,,,,,,,,,,,,,
7105574,K06820.01,,FALSE POSITIVE,51.9,,,,,,,,,,,,,,,,,,,,,,,,
7115200,K06821.01,,FALSE POSITIVE,0.57,,,,,,,,,,,,,,,,,,,,,,,,
7115332,K06822.01,,FALSE POSITIVE,1.15,,,,,,,,,,,,,,,,,,,,,,,,
7115463,K06823.01,,FALSE POSITIVE,0.88,,,,,,,,,,,,,,,,,,,,,,,,
7115597,K06824.01,,FALSE POSITIVE,1.54,,,,,,,,,,,,,,,,,,,,,,,,
7115878,K06825.01,,FALSE POSITIVE,0.89,,,,,,,,,,,,,,,,,,,,,,,,
7116043,K06826.01,,FALSE POSITIVE,0.77,,,,,,,,,,,,,,,,,,,,,,,,
7116226,K06827.01,,FALSE POSITIVE,1.07,,,,,,,,,,,,,,,,,,,,,,,,
8008128,K06950.01,,FALSE POSITIVE,29.77,,,,,,,,,,,,,,,,,,,,,,,,
8009500,K06951.01,,FALSE POSITIVE,33.8,,,,,,,,,,,,,,,,,,,,,,,,
8013289,K06952.01,,FALSE POSITIVE,31.72,,,,,,,,,,,,,,,,,,,,,,,,
8016214,K06953.01,,FALSE POSITIVE,41.52,,,,,,,,,,,,,,,,,,,,,,,,
8016692,K06954.01,,CANDIDATE,0.91,,,,,,,,,,,,,,,,,,,,,,,,
8027902,K06955.01,,FALSE POSITIVE,1.54,,,,,,,,,,,,,,,,,,,,,,,,
8039925,K06956.01,,FALSE POSITIVE,1.23,,,,,,,,,,,,,,,,,,,,,,,,
8042644,K06957.01,,CANDIDATE,0.76,,,,,,,,,,,,,,,,,,,,,,,,
8081389,K06958.01,,FALSE POSITIVE,115.45,,,,,,,,,,,,,,,,,,,,,,,,
8750094,K07086.01,,FALSE POSITIVE,21.07,,,,,,,,,,,,,,,,,,,,,,,,
