kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,,,,,,,,,,,,,,,,,,,,,,,,
6021275,K00284.02,Kepler-132 c,CONFIRMED,1.4,,,,,,,,,,,,,,,,,,,,,,,,
10350571,K01175.03,,FALSE POSITIVE,2.02,,,,,,,,,,,,,,,,,,,,,,,,
3230805,K03068.01,,CANDIDATE,0.85,,,,,,,,,,,,,,,,,,,,,,,,
4676964,K03069.01,,CANDIDATE,1.88,,,,,,,,,,,,,,,,,,,,,,,,
10488450,K00290.01,,FALSE POSITIVE,2.55,,,,,,,,,,,,,,,,,,,,,,,,
10933561,K00291.01,Kepler-133 c,CONFIRMED,2.72,,,,,,,,,,,,,,,,,,,,,,,,
10933561,K00291.02,Kepler-133 b,CONFIRMED,2.04,,,,,,,,,,,,,,,,,,,,,,,,
4770617,K02243.03,,CANDIDATE,4.55,,,,,,,,,,,,,,,,,,,,,,,,
8845026,K00044.01,,FALSE POSITIVE,11.97,,,,,,,,,,,,,,,,,,,,,,,,
11075737,K00292.01,Kepler-97 b,CONFIRMED,1.44,,,,,,,,,,,,,,,,,,,,,,,,
11189127,K00347.01,,FALSE POSITIVE,22.36,,,,,,,,,,,,,,,,,,,,,,,,
11194032,K00348.01,Kepler-533 b,CONFIRMED,3.27,,,,,,,,,,,,,,,,,,,,,,,,
11394027,K00349.01,Kepler-1664 b,CONFIRMED,2.54,,,,,,,,,,,,,,,,,,,,,,,,
7609553,K02924.02,,CANDIDATE,1.88,,,,,,,,,,,,,,,,,,,,,,,,
11395587,K00350.01,,CANDIDATE,2.02,,,,,,,,,,,,,,,,,,,,,,,,
11442793,K00351.01,Kepler-90 h,CONFIRMED,10.89,,,,,,,,,,,,,,,,,,,,,,,,
5520547,K02990.01,Kepler-1401 b,CONFIRMED,1.7,,,,,,,,,,,,,,,,,,,,,,,,
4848424,K02991.01,,FALSE POSITIVE,0.72,,,,,,,,,,,,,,,,,,,,,,,,
8866102,K00042.01,Kepler-410 A b,CONFIRMED,2.43,,,,,,,,,,,,,,,,,,,,,,,,
4143755,K00281.01,Kepler-510 b,CONFIRMED,2.45,,,,,,,,,,,,,,,,,,,,,,,,
8509442,K02992.01,,CANDIDATE,2.03,,,,,,,,,,,,,,,,,,,,,,,,
11244137,K02994.01,Kepler-1402 b,CONFIRMED,1.6,,,,,,,,,,,,,,,,,,,,,,,,
6072593,K03070.01,,FALSE POSITIVE,1.74,,,,,,,,,,,,,,,,,,,,,,,,
5865654,K03071.01,Kepler-1423 b,CONFIRMED,2.84,,,,,,,,,,,,,,,,,,,,,,,,
3219643,K03072.01,,CANDIDATE,1.95,,,,,,,,,,,,,,,,,,,,,,,,
8546542,K03073.01,,CANDIDATE,1.18,,,,,,,,,,,,,,,,,,,,,,,,
8197560,K03074.01,,FALSE POSITIVE,29.83,,,,,,,,,,,,,,,,,,,,,,,,
11200415,K00293.01,,FALSE POSITIVE,1.52,,,,,,,,,,,,,,,,,,,,,,,,
8613535,K02263.03,,CANDIDATE,1.08,,,,,,,,,,,,,,,,,,,,,,,,
11259686,K00294.01,Kepler-512 b,CONFIRMED,2.78,,,,,,,,,,,,,,,,,,,,,,,,
11547513,K00295.01,Kepler-134 b,CONFIRMED,1.94,,,,,,,,,,,,,,,,,,,,,,,,
11547513,K00295.02,Kepler-134 c,CONFIRMED,1.28,,,,,,,,,,,,,,,,,,,,,,,,
11802615,K00296.01,Kepler-513 b,CONFIRMED,2.53,,,,,,,,,,,,,,,,,,,,,,,,
11442793,K00351.02,Kepler-90 g,CONFIRMED,7.7,,,,,,,,,,,,,,,,,,,,,,,,
10122538,K02926.05,,CANDIDATE,3.47,,,,,,,,,,,,,,,,,,,,,,,,
11442793,K00351.03,Kepler-90 d,CONFIRMED,2.84,,,,,,,,,,,,,,,,,,,,,,,,
2445975,K00053.01,,FALSE POSITIVE,10.72,,,,,,,,,,,,,,,,,,,,,,,,
11521793,K00352.01,Kepler-143 c,CONFIRMED,3.25,,,,,,,,,,,,,,,,,,,,,,,,
11566064,K00353.01,,CANDIDATE,11.58,,,,,,,,,,,,,,,,,,,,,,,,
11566064,K00353.02,Kepler-1717 b,CONFIRMED,2.86,,,,,,,,,,,,,,,,,,,,,,,,
6531496,K03646.02,,FALSE POSITIVE,31.12,,,,,,,,,,,,,,,,,,,,,,,,
3848275,K02995.01,Kepler-1403 b,CONFIRMED,2.03,,,,,,,,,,,,,,,,,,,,,,,,
12021625,K02996.01,Kepler-1404 b,CONFIRMED,1.77,,,,,,,,,,,,,,,,,,,,,,,,
9777256,K02997.01,,FALSE POSITIVE,1.3,,,,,,,,,,,,,,,,,,,,,,,,
4175630,K02998.01,Kepler-1405 b,CONFIRMED,2.82,,,,,,,,,,,,,,,,,,,,,,,,
7433585,K02999.01,,FALSE POSITIVE,0.93,,,,,,,,,,,,,,,,,,,,,,,,
6665223,K01232.02,,FALSE POSITIVE,1.53,,,,,,,,,,,,,,,,,,,,,,,,
3328080,K03075.01,Kepler-1898 b,CONFIRMED,0.92,,,,,,,,,,,,,,,,,,,,,,,,
8430964,K03078.01,Kepler-1900 b,CONFIRMED,1.16,,,,,,,,,,,,,,,,,,,,,,,,
3654719,K03081.01,,FALSE POSITIVE,1.28,,,,,,,,,,,,,,,,,,,,,,,,
6021275,K00284.03,Kepler-132 b,CONFIRMED,1.22,,,,,,,,,,,,,,,,,,,,,,,,
10619142,K03082.01,,FALSE POSITIVE,2.9,,,,,,,,,,,,,,,,,,,,,,,,
12256520,K02264.02,,CANDIDATE,0.91,,,,,,,,,,,,,,,,,,,,,,,,
11905011,K00297.01,Kepler-514 b,CONFIRMED,2.03,,,,,,,,,,,,,,,,,,,,,,,,
12785320,K00298.01,Kepler-515 b,CONFIRMED,1.5,,,,,,,,,,,,,,,,,,,,,,,,
12785320,K00298.02,,CANDIDATE,1.62,,,,,,,,,,,,,,,,,,,,,,,,
2692377,K00299.01,Kepler-98 b,CONFIRMED,1.88,,,,,,,,,,,,,,,,,,,,,,,,
3742855,K00045.01,,FALSE POSITIVE,15.02,,,,,,,,,,,,,,,,,,,,,,,,
3438975,K00300.01,,FALSE POSITIVE,2.07,,,,,,,,,,,,,,,,,,,,,,,,
11568987,K00354.01,Kepler-534 b,CONFIRMED,2.27,,,,,,,,,,,,,,,,,,,,,,,,
11568987,K00354.02,Kepler-534 c,CONFIRMED,1.11,,,,,,,,,,,,,,,,,,,,,,,,
11621223,K00355.01,Kepler-535 b,CONFIRMED,2.37,,,,,,,,,,,,,,,,,,,,,,,,
11624249,K00356.01,Kepler-536 b,CONFIRMED,5.95,,,,,,,,,,,,,,,,,,,,,,,,
12017140,K00358.01,,FALSE POSITIVE,30.35,,,,,,,,,,,,,,,,,,,,,,,,
10000941,K04146.02,,CANDIDATE,0.57,,,,,,,,,,,,,,,,,,,,,,,,
5702939,K03000.01,,FALSE POSITIVE,1.26,,,,,,,,,,,,,,,,,,,,,,,,
3852655,K03002.01,Kepler-1406 b,CONFIRMED,1.31,,,,,,,,,,,,,,,,,,,,,,,,
11255231,K03003.01,,FALSE POSITIVE,1.35,,,,,,,,,,,,,,,,,,,,,,,,
5088536,K00282.01,Kepler-130 c,CONFIRMED,2.98,,,,,,,,,,,,,,,,,,,,,,,,
6103377,K03004.01,Kepler-1407 b,CONFIRMED,3.2,,,,,,,,,,,,,,,,,,,,,,,,
6677841,K01236.04,Kepler-279 e,CONFIRMED,4.13,,,,,,,,,,,,,,,,,,,,,,,,
7106173,K03083.01,,CANDIDATE,0.79,,,,,,,,,,,,,,,,,,,,,,,,
7106173,K03083.02,,CANDIDATE,0.61,,,,,,,,,,,,,,,,,,,,,,,,
7106173,K03083.03,,CANDIDATE,0.65,,,,,,,,,,,,,,,,,,,,,,,,
3324986,K03084.01,,FALSE POSITIVE,0.92,,,,,,,,,,,,,,,,,,,,,,,,
11912932,K03085.01,,FALSE POSITIVE,0.89,,,,,,,,,,,,,,,,,,,,,,,,
8037145,K00520.03,Kepler-176 d,CONFIRMED,2.27,,,,,,,,,,,,,,,,,,,,,,,,
8162789,K00521.01,Kepler-1989 b,CONFIRMED,4.62,,,,,,,,,,,,,,,,,,,,,,,,
8265218,K00522.01,,CANDIDATE,3.31,,,,,,,,,,,,,,,,,,,,,,,,
8806123,K00523.01,Kepler-177 c,CONFIRMED,6.77,,,,,,,,,,,,,,,,,,,,,,,,
8806123,K00523.02,Kepler-177 b,CONFIRMED,2.68,,,,,,,,,,,,,,,,,,,,,,,,
10098844,K02964.02,,FALSE POSITIVE,1.21,,,,,,,,,,,,,,,,,,,,,,,,
8355239,K00574.02,Kepler-189 b,CONFIRMED,1.5,,,,,,,,,,,,,,,,,,,,,,,,
9210823,K00090.01,,FALSE POSITIVE,3.88,,,,,,,,,,,,,,,,,,,,,,,,
8367113,K00575.01,Kepler-606 b,CONFIRMED,2.8,,,,,,,,,,,,,,,,,,,,,,,,
8474898,K00576.01,,FALSE POSITIVE,9.3,,,,,,,,,,,,,,,,,,,,,,,,
8558011,K00577.01,Kepler-607 c,CONFIRMED,2.29,,,,,,,,,,,,,,,,,,,,,,,,
7429287,K04260.03,,FALSE POSITIVE,1.62,,,,,,,,,,,,,,,,,,,,,,,,
9115800,K00421.01,Kepler-548 b,CONFIRMED,11.76,,,,,,,,,,,,,,,,,,,,,,,,
9214713,K00422.01,,CANDIDATE,14.38,,,,,,,,,,,,,,,,,,,,,,,,
9478990,K00423.01,Kepler-39 b,CONFIRMED,14.43,,,,,,,,,,,,,,,,,,,,,,,,
9597411,K00424.01,,FALSE POSITIVE,28.66,,,,,,,,,,,,,,,,,,,,,,,,
6850504,K00070.04,Kepler-20 e,CONFIRMED,0.84,,,,,,,,,,,,,,,,,,,,,,,,
8609450,K01278.05,,FALSE POSITIVE,1.35,,,,,,,,,,,,,,,,,,,,,,,,
10934674,K00477.01,Kepler-567 b,CONFIRMED,2.31,,,,,,,,,,,,,,,,,,,,,,,,
10990886,K00478.01,Kepler-568 b,CONFIRMED,2.46,,,,,,,,,,,,,,,,,,,,,,,,
11015323,K00479.01,Kepler-569 b,CONFIRMED,2.97,,,,,,,,,,,,,,,,,,,,,,,,
11134879,K00480.01,Kepler-570 b,CONFIRMED,2.42,,,,,,,,,,,,,,,,,,,,,,,,
11192998,K00481.01,Kepler-166 b,CONFIRMED,2.3,,,,,,,,,,,,,,,,,,,,,,,,
9334893,K02298.03,,CANDIDATE,0.36,,,,,,,,,,,,,,,,,,,,,,,,
8934495,K00524.01,Kepler-1721 b,CONFIRMED,2.51,,,,,,,,,,,,,,,,,,,,,,,,
9119458,K00525.01,,CANDIDATE,3.98,,,,,,,,,,,,,,,,,,,,,,,,
5866724,K00085.01,Kepler-65 c,CONFIRMED,2.56,,,,,,,,,,,,,,,,,,,,,,,,
9157634,K00526.01,Kepler-586 b,CONFIRMED,2.89,,,,,,,,,,,,,,,,,,,,,,,,
9636569,K00527.01,,FALSE POSITIVE,1.58,,,,,,,,,,,,,,,,,,,,,,,,
12406807,K03091.02,,CANDIDATE,1.13,,,,,,,,,,,,,,,,,,,,,,,,
8565266,K00578.01,Kepler-608 b,CONFIRMED,3.89,,,,,,,,,,,,,,,,,,,,,,,,
8616637,K00579.01,Kepler-190 b,CONFIRMED,1.46,,,,,,,,,,,,,,,,,,,,,,,,
8616637,K00579.02,Kepler-190 c,CONFIRMED,1.63,,,,,,,,,,,,,,,,,,,,,,,,
8625925,K00580.01,Kepler-609 b,CONFIRMED,2.54,,,,,,,,,,,,,,,,,,,,,,,,
8822216,K00581.01,Kepler-610 b,CONFIRMED,3.21,,,,,,,,,,,,,,,,,,,,,,,,
4548011,K04288.04,,CANDIDATE,0.75,,,,,,,,,,,,,,,,,,,,,,,,
9967884,K00425.01,,FALSE POSITIVE,14.88,,,,,,,,,,,,,,,,,,,,,,,,
10016874,K00426.01,,CANDIDATE,3.84,,,,,,,,,,,,,,,,,,,,,,,,
10189546,K00427.01,Kepler-549 d,CONFIRMED,4.2,,,,,,,,,,,,,,,,,,,,,,,,
10189546,K00427.02,Kepler-549 b,CONFIRMED,2.98,,,,,,,,,,,,,,,,,,,,,,,,
10189546,K00427.03,Kepler-549 c,CONFIRMED,2.68,,,,,,,,,,,,,,,,,,,,,,,,
10748393,K01289.02,,FALSE POSITIVE,2.2,,,,,,,,,,,,,,,,,,,,,,,,
11192998,K00481.02,Kepler-166 d,CONFIRMED,1.59,,,,,,,,,,,,,,,,,,,,,,,,
11192998,K00481.03,Kepler-166 c,CONFIRMED,2.41,,,,,,,,,,,,,,,,,,,,,,,,
8823868,K00081.01,,FALSE POSITIVE,10.45,,,,,,,,,,,,,,,,,,,,,,,,
11255761,K00482.01,,FALSE POSITIVE,26.6,,,,,,,,,,,,,,,,,,,,,,,,
11497977,K00483.01,Kepler-571 b,CONFIRMED,2.51,,,,,,,,,,,,,,,,,,,,,,,,
7021681,K00255.03,,FALSE POSITIVE,0.57,,,,,,,,,,,,,,,,,,,,,,,,
9941859,K00528.01,Kepler-178 b,CONFIRMED,2.88,,,,,,,,,,,,,,,,,,,,,,,,
9941859,K00528.02,Kepler-178 d,CONFIRMED,3.29,,,,,,,,,,,,,,,,,,,,,,,,
9941859,K00528.03,Kepler-178 c,CONFIRMED,2.99,,,,,,,,,,,,,,,,,,,,,,,,
10068030,K00529.01,,FALSE POSITIVE,2.87,,,,,,,,,,,,,,,,,,,,,,,,
10266615,K00530.01,Kepler-587 b,CONFIRMED,2.08,,,,,,,,,,,,,,,,,,,,,,,,
6444896,K03138.02,Kepler-1649 c,CONFIRMED,0.53,,,,,,,,,,,,,,,,,,,,,,,,
10395543,K00531.01,,CANDIDATE,5.78,,,,,,,,,,,,,,,,,,,,,,,,
8822216,K00581.02,Kepler-610 c,CONFIRMED,2.41,,,,,,,,,,,,,,,,,,,,,,,,
9020160,K00582.01,Kepler-191 d,CONFIRMED,2.69,,,,,,,,,,,,,,,,,,,,,,,,
7941200,K00092.01,Kepler-1709 b,CONFIRMED,2.78,,,,,,,,,,,,,,,,,,,,,,,,
9020160,K00582.02,Kepler-191 c,CONFIRMED,2.47,,,,,,,,,,,,,,,,,,,,,,,,
7429287,K04260.04,,CANDIDATE,1.16,,,,,,,,,,,,,,,,,,,,,,,,
9020160,K00582.03,Kepler-191 b,CONFIRMED,1.93,,,,,,,,,,,,,,,,,,,,,,,,
10418224,K00428.01,Kepler-40 b,CONFIRMED,13.44,,,,,,,,,,,,,,,,,,,,,,,,
10616679,K00429.01,Kepler-550 b,CONFIRMED,4.17,,,,,,,,,,,,,,,,,,,,,,,,
10717241,K00430.01,Kepler-551 b,CONFIRMED,2.53,,,,,,,,,,,,,,,,,,,,,,,,
10717241,K00430.02,,CANDIDATE,0.84,,,,,,,,,,,,,,,,,,,,,,,,
7303287,K01353.03,Kepler-289 e,CONFIRMED,2.94,,,,,,,,,,,,,,,,,,,,,,,,
10843590,K00431.01,Kepler-153 b,CONFIRMED,2.82,,,,,,,,,,,,,,,,,,,,,,,,
6850504,K00070.05,Kepler-20 f,CONFIRMED,0.9,,,,,,,,,,,,,,,,,,,,,,,,
12061222,K00484.01,Kepler-572 b,CONFIRMED,2.22,,,,,,,,,,,,,,,,,,,,,,,,
12316431,K00485.01,,FALSE POSITIVE,4.89,,,,,,,,,,,,,,,,,,,,,,,,
12404305,K00486.01,Kepler-573 b,CONFIRMED,2.78,,,,,,,,,,,,,,,,,,,,,,,,
10212441,K02342.02,,FALSE POSITIVE,30.53,,,,,,,,,,,,,,,,,,,,,,,,
12834874,K00487.01,Kepler-574 b,CONFIRMED,2.19,,,,,,,,,,,,,,,,,,,,,,,,
2557816,K00488.01,Kepler-575 b,CONFIRMED,2.03,,,,,,,,,,,,,,,,,,,,,,,,
10454313,K00532.01,Kepler-588 b,CONFIRMED,2.87,,,,,,,,,,,,,,,,,,,,,,,,
10513530,K00533.01,Kepler-589 b,CONFIRMED,2.95,,,,,,,,,,,,,,,,,,,,,,,,
5866724,K00085.02,Kepler-65 b,CONFIRMED,1.42,,,,,,,,,,,,,,,,,,,,,,,,
8121310,K00317.02,,CANDIDATE,0.99,,,,,,,,,,,,,,,,,,,,,,,,
10513530,K00533.02,Kepler-589 c,CONFIRMED,1.46,,,,,,,,,,,,,,,,,,,,,,,,
10554999,K00534.01,Kepler-179 c,CONFIRMED,2.52,,,,,,,,,,,,,,,,,,,,,,,,
9076513,K00583.01,Kepler-611 b,CONFIRMED,2.04,,,,,,,,,,,,,,,,,,,,,,,,
9146018,K00584.01,Kepler-192 b,CONFIRMED,2.76,,,,,,,,,,,,,,,,,,,,,,,,
9146018,K00584.02,Kepler-192 c,CONFIRMED,2.63,,,,,,,,,,,,,,,,,,,,,,,,
9146018,K00584.03,Kepler-192 d,CONFIRMED,1.15,,,,,,,,,,,,,,,,,,,,,,,,
9279669,K00585.01,Kepler-612 b,CONFIRMED,2.33,,,,,,,,,,,,,,,,,,,,,,,,
10843590,K00431.02,Kepler-153 c,CONFIRMED,2.6,,,,,,,,,,,,,,,,,,,,,,,,
10858832,K00432.01,Kepler-552 b,CONFIRMED,3.77,,,,,,,,,,,,,,,,,,,,,,,,
10937029,K00433.01,Kepler-553 b,CONFIRMED,4.48,,,,,,,,,,,,,,,,,,,,,,,,
11599038,K01437.02,,FALSE POSITIVE,1.29,,,,,,,,,,,,,,,,,,,,,,,,
10937029,K00433.02,Kepler-553 c,CONFIRMED,10.99,,,,,,,,,,,,,,,,,,,,,,,,
11656302,K00434.01,,FALSE POSITIVE,12.34,,,,,,,,,,,,,,,,,,,,,,,,
2576197,K00489.01,,FALSE POSITIVE,3.23,,,,,,,,,,,,,,,,,,,,,,,,
2576197,K00489.02,,FALSE POSITIVE,1.24,,,,,,,,,,,,,,,,,,,,,,,,
3239945,K00490.01,Kepler-167 b,CONFIRMED,1.41,,,,,,,,,,,,,,,,,,,,,,,,
10387742,K02583.02,,FALSE POSITIVE,1.25,,,,,,,,,,,,,,,,,,,,,,,,
10187017,K00082.01,Kepler-102 e,CONFIRMED,2.48,,,,,,,,,,,,,,,,,,,,,,,,
3239945,K00490.02,Kepler-167 e,CONFIRMED,9.27,,,,,,,,,,,,,,,,,,,,,,,,
10554999,K00534.02,Kepler-179 b,CONFIRMED,1.56,,,,,,,,,,,,,,,,,,,,,,,,
10873260,K00535.01,Kepler-590 b,CONFIRMED,3.46,,,,,,,,,,,,,,,,,,,,,,,,
10965008,K00536.01,Kepler-591 b,CONFIRMED,4.71,,,,,,,,,,,,,,,,,,,,,,,,
10467815,K03191.02,,FALSE POSITIVE,4.07,,,,,,,,,,,,,,,,,,,,,,,,
11073351,K00537.01,Kepler-592 b,CONFIRMED,2.53,,,,,,,,,,,,,,,,,,,,,,,,
11090765,K00538.01,Kepler-593 b,CONFIRMED,2.97,,,,,,,,,,,,,,,,,,,,,,,,
11246364,K00539.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
9570741,K00586.01,Kepler-613 b,CONFIRMED,2.11,,,,,,,,,,,,,,,,,,,,,,,,
9607164,K00587.01,Kepler-614 b,CONFIRMED,2.41,,,,,,,,,,,,,,,,,,,,,,,,
9631762,K00588.01,Kepler-615 b,CONFIRMED,1.92,,,,,,,,,,,,,,,,,,,,,,,,
6462863,K00094.01,Kepler-89 d,CONFIRMED,9.99,,,,,,,,,,,,,,,,,,,,,,,,
9782691,K00590.01,Kepler-193 b,CONFIRMED,3.04,,,,,,,,,,,,,,,,,,,,,,,,
11709124,K00435.01,Kepler-154 d,CONFIRMED,4.04,,,,,,,,,,,,,,,,,,,,,,,,
11709124,K00435.02,,CANDIDATE,7.89,,,,,,,,,,,,,,,,,,,,,,,,
11805075,K00436.01,,CANDIDATE,21.48,,,,,,,,,,,,,,,,,,,,,,,,
11599038,K01437.03,,FALSE POSITIVE,1.42,,,,,,,,,,,,,,,,,,,,,,,,
11824222,K00437.01,,CANDIDATE,16.84,,,,,,,,,,,,,,,,,,,,,,,,
12302530,K00438.01,Kepler-155 b,CONFIRMED,2.01,,,,,,,,,,,,,,,,,,,,,,,,
11904151,K00072.01,Kepler-10 b,CONFIRMED,1.43,,,,,,,,,,,,,,,,,,,,,,,,
3239945,K00490.03,Kepler-167 c,CONFIRMED,1.37,,,,,,,,,,,,,,,,,,,,,,,,
3239945,K00490.04,Kepler-167 d,CONFIRMED,1.11,,,,,,,,,,,,,,,,,,,,,,,,
3541800,K00491.01,,FALSE POSITIVE,24.12,,,,,,,,,,,,,,,,,,,,,,,,
3559935,K00492.01,Kepler-576 b,CONFIRMED,2.9,,,,,,,,,,,,,,,,,,,,,,,,
3834360,K00493.01,,FALSE POSITIVE,19.44,,,,,,,,,,,,,,,,,,,,,,,,
3966801,K00494.01,Kepler-577 b,CONFIRMED,1.7,,,,,,,,,,,,,,,,,,,,,,,,
11521048,K00540.01,,FALSE POSITIVE,33.1,,,,,,,,,,,,,,,,,,,,,,,,
11656721,K00541.01,Kepler-594 b,CONFIRMED,2.06,,,,,,,,,,,,,,,,,,,,,,,,
11853905,K00007.01,Kepler-4 b,CONFIRMED,4.13,,,,,,,,,,,,,,,,,,,,,,,,
5866724,K00085.03,Kepler-65 d,CONFIRMED,1.58,,,,,,,,,,,,,,,,,,,,,,,,
11669239,K00542.01,Kepler-180 c,CONFIRMED,3.28,,,,,,,,,,,,,,,,,,,,,,,,
11669239,K00542.02,Kepler-180 b,CONFIRMED,2.04,,,,,,,,,,,,,,,,,,,,,,,,
10600261,K00597.03,Kepler-194 d,CONFIRMED,3.33,,,,,,,,,,,,,,,,,,,,,,,,
10656823,K00598.01,Kepler-195 b,CONFIRMED,2.15,,,,,,,,,,,,,,,,,,,,,,,,
10656823,K00598.02,Kepler-195 c,CONFIRMED,1.71,,,,,,,,,,,,,,,,,,,,,,,,
10676824,K00599.01,Kepler-1724 b,CONFIRMED,2.48,,,,,,,,,,,,,,,,,,,,,,,,
10718726,K00600.01,Kepler-618 b,CONFIRMED,2.39,,,,,,,,,,,,,,,,,,,,,,,,
12302530,K00438.02,Kepler-155 c,CONFIRMED,1.87,,,,,,,,,,,,,,,,,,,,,,,,
12470954,K00439.01,Kepler-554 b,CONFIRMED,4.45,,,,,,,,,,,,,,,,,,,,,,,,
6268648,K01613.03,,CANDIDATE,0.85,,,,,,,,,,,,,,,,,,,,,,,,
2438264,K00440.01,Kepler-156 c,CONFIRMED,2.35,,,,,,,,,,,,,,,,,,,,,,,,
2438264,K00440.02,Kepler-156 b,CONFIRMED,2.46,,,,,,,,,,,,,,,,,,,,,,,,
3340312,K00441.01,,FALSE POSITIVE,30.74,,,,,,,,,,,,,,,,,,,,,,,,
4049108,K00495.01,,FALSE POSITIVE,3.35,,,,,,,,,,,,,,,,,,,,,,,,
4454752,K00496.01,Kepler-578 b,CONFIRMED,4.47,,,,,,,,,,,,,,,,,,,,,,,,
8212002,K02593.02,,CANDIDATE,0.68,,,,,,,,,,,,,,,,,,,,,,,,
4757437,K00497.01,Kepler-168 c,CONFIRMED,2.94,,,,,,,,,,,,,,,,,,,,,,,,
10187017,K00082.02,Kepler-102 d,CONFIRMED,1.34,,,,,,,,,,,,,,,,,,,,,,,,
4757437,K00497.02,Kepler-168 b,CONFIRMED,1.63,,,,,,,,,,,,,,,,,,,,,,,,
11823054,K00543.01,Kepler-181 c,CONFIRMED,2.46,,,,,,,,,,,,,,,,,,,,,,,,
11823054,K00543.02,Kepler-181 b,CONFIRMED,1.5,,,,,,,,,,,,,,,,,,,,,,,,
7017274,K03209.02,,CANDIDATE,1.9,,,,,,,,,,,,,,,,,,,,,,,,
11913012,K00544.01,,FALSE POSITIVE,25.59,,,,,,,,,,,,,,,,,,,,,,,,
11972666,K00545.01,,FALSE POSITIVE,1.07,,,,,,,,,,,,,,,,,,,,,,,,
12058931,K00546.01,Kepler-182 c,CONFIRMED,3.28,,,,,,,,,,,,,,,,,,,,,,,,
9782691,K00590.02,Kepler-193 c,CONFIRMED,3.58,,,,,,,,,,,,,,,,,,,,,,,,
9886221,K00591.01,,FALSE POSITIVE,0.89,,,,,,,,,,,,,,,,,,,,,,,,
12366084,K00787.03,,CANDIDATE,0.93,,,,,,,,,,,,,,,,,,,,,,,,
9957627,K00592.01,Kepler-1723 b,CONFIRMED,2.37,,,,,,,,,,,,,,,,,,,,,,,,
9958962,K00593.01,Kepler-616 b,CONFIRMED,2.82,,,,,,,,,,,,,,,,,,,,,,,,
9958962,K00593.02,Kepler-616 c,CONFIRMED,3.96,,,,,,,,,,,,,,,,,,,,,,,,
3745690,K00442.01,Kepler-157 c,CONFIRMED,2.17,,,,,,,,,,,,,,,,,,,,,,,,
3745690,K00442.02,Kepler-157 b,CONFIRMED,1.37,,,,,,,,,,,,,,,,,,,,,,,,
9872283,K01815.02,,CANDIDATE,1.24,,,,,,,,,,,,,,,,,,,,,,,,
3745690,K00442.03,Kepler-157 d,CONFIRMED,1.56,,,,,,,,,,,,,,,,,,,,,,,,
3833007,K00443.01,Kepler-555 b,CONFIRMED,2.22,,,,,,,,,,,,,,,,,,,,,,,,
3847138,K00444.01,Kepler-556 b,CONFIRMED,2.08,,,,,,,,,,,,,,,,,,,,,,,,
4833135,K00498.01,,FALSE POSITIVE,1.32,,,,,,,,,,,,,,,,,,,,,,,,
4847534,K00499.01,Kepler-579 b,CONFIRMED,1.9,,,,,,,,,,,,,,,,,,,,,,,,
4852528,K00500.01,Kepler-80 b,CONFIRMED,2.16,,,,,,,,,,,,,,,,,,,,,,,,
4852528,K00500.02,Kepler-80 c,CONFIRMED,2.16,,,,,,,,,,,,,,,,,,,,,,,,
4852528,K00500.03,Kepler-80 d,CONFIRMED,1.3,,,,,,,,,,,,,,,,,,,,,,,,
4852528,K00500.04,Kepler-80 e,CONFIRMED,1.33,,,,,,,,,,,,,,,,,,,,,,,,
12058931,K00546.02,Kepler-182 b,CONFIRMED,2.66,,,,,,,,,,,,,,,,,,,,,,,,
12116489,K00547.01,Kepler-595 b,CONFIRMED,3.95,,,,,,,,,,,,,,,,,,,,,,,,
12600735,K00548.01,Kepler-596 b,CONFIRMED,2.99,,,,,,,,,,,,,,,,,,,,,,,,
10593626,K00087.01,Kepler-22 b,CONFIRMED,2.34,,,,,,,,,,,,,,,,,,,,,,,,
3437776,K00549.01,,FALSE POSITIVE,39.14,,,,,,,,,,,,,,,,,,,,,,,,
9958962,K00593.03,Kepler-616 d,CONFIRMED,2.44,,,,,,,,,,,,,,,,,,,,,,,,
10294465,K00595.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
10388286,K00596.01,Kepler-617 b,CONFIRMED,1.23,,,,,,,,,,,,,,,,,,,,,,,,
10600261,K00597.01,Kepler-194 c,CONFIRMED,3.56,,,,,,,,,,,,,,,,,,,,,,,,
6462863,K00094.02,Kepler-89 c,CONFIRMED,3.72,,,,,,,,,,,,,,,,,,,,,,,,
10600261,K00597.02,Kepler-194 b,CONFIRMED,2.06,,,,,,,,,,,,,,,,,,,,,,,,
11904151,K00072.02,Kepler-10 c,CONFIRMED,2.26,,,,,,,,,,,,,,,,,,,,,,,,
4384675,K00445.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
4633570,K00446.01,Kepler-158 b,CONFIRMED,2.27,,,,,,,,,,,,,,,,,,,,,,,,
4633570,K00446.02,Kepler-158 c,CONFIRMED,1.97,,,,,,,,,,,,,,,,,,,,,,,,
5021176,K00447.01,,FALSE POSITIVE,30.33,,,,,,,,,,,,,,,,,,,,,,,,
5640085,K00448.01,Kepler-159 b,CONFIRMED,1.68,,,,,,,,,,,,,,,,,,,,,,,,
5640085,K00448.02,Kepler-159 c,CONFIRMED,2.05,,,,,,,,,,,,,,,,,,,,,,,,
